id,loss
4,2144.3278225653735
6,2155.2035230174515
9,10613.952000000003
12,7386.22437822071
15,991.8419121304551
17,1959.1898682413187
21,1903.077668884401
28,1678.946228842015
32,3282.2909717294906
43,4486.644042458174
46,4099.6580687179485
50,1383.9508926656158
54,1452.9520070241836
62,2283.231254178143
70,2162.7825135565013
71,5522.5335000000005
75,3408.468677806268
77,3703.6812648841355
81,2107.244348988148
83,2771.0704120866785
87,1730.457977086841
97,4416.74253968254
103,1661.7616333523686
119,1372.6906151771423
120,2749.595642553192
127,1294.4883060214681
138,4515.707386206896
141,3241.902506249668
148,1148.9534516802478
150,2633.7985456521737
151,2329.446033054531
158,1792.5816874312495
160,10160.8524
165,3517.712152294759
168,4966.263333333334
169,4207.367916264113
177,3071.520669141385
178,4416.925025937699
184,2544.932166039385
194,9287.1068125
198,1704.5245909462894
203,3401.698690909091
211,5256.48458518885
217,1503.778390260309
219,1572.7599736304285
221,5608.77391626409
227,2076.1779532414307
230,1862.0608520007656
235,2182.2684097649662
240,837.5903593805726
243,3776.8297042756117
249,5507.923355004136
253,3138.1058991104387
258,1608.9658565495124
261,2189.1050933639362
263,3429.2032657691634
264,3204.1992327606335
265,4754.907388702525
268,1832.330045461947
271,1865.6882172635546
274,7192.073111111112
275,874.0814024859234
279,1991.5888051642755
282,2563.878237143884
286,3339.948354704752
288,1788.635803751984
294,2500.686751559965
296,1181.4288962629782
297,1903.3888206268693
300,1004.2344660797978
303,9499.098666666667
314,1641.8211341575084
315,4688.198195042969
321,3553.3714684113293
323,6152.397443919717
330,3012.580961038962
341,2757.6666535441736
342,4535.869805656565
352,1617.5467521400456
353,3993.140444117648
360,7085.244818181818
361,3429.890381853147
362,5270.997623931624
366,1301.3148432216744
372,2888.3319999999985
376,3394.7792647058827
377,3077.3439249299718
379,1831.8358431904749
380,6587.467145
387,2553.88676087835
392,2140.842392857142
394,11204.798
395,1539.2779872861345
397,1929.5580370142438
407,6529.147111111111
411,8320.333239892183
416,2648.5023692200616
417,1833.727054258783
419,4181.411407142858
428,5291.069473345588
431,2860.0268540361894
436,8567.100311111111
438,1503.0525710816514
445,7066.302075000001
446,7117.296110275689
455,1394.2222533516192
456,1529.6744289605524
461,1238.2775265097362
463,1759.4136679100127
464,3547.3015430117616
466,1903.1149478206105
467,2671.2765523809526
470,1412.7080399085569
475,2021.363842726881
482,1707.71702751626
490,3192.333781994349
496,2805.5583440476194
497,4727.872676875
508,3146.112370401039
510,1896.4311687461063
512,2734.86452278402
513,4228.181077165354
523,2750.6125499209875
531,8729.389053030305
532,2467.860447008066
533,1334.929222150176
537,1608.0077415283636
544,4843.1404146772775
547,3151.4728962406016
556,10127.904400000003
565,1915.1791448840909
566,1839.4475758043911
571,1675.657116456193
573,2276.1340000000005
574,904.5811369893618
581,2927.120770110244
585,1749.919815422858
589,4500.793739348371
597,2375.8664437356883
601,4020.728373809524
602,2529.462750629099
613,2088.3367656333944
616,1249.4316556622894
619,2365.124923076923
622,2638.9176923076925
623,2686.7778530786063
629,2014.361523023338
634,1798.0542570620933
638,1227.4140789247976
642,1137.2890369705535
643,2255.5896376728533
645,1236.3898379387251
648,6738.905058333333
652,1862.4557090442072
664,1114.6891787895372
666,2452.54223342776
672,1124.5740243366258
676,2176.761417546883
678,3213.177118972123
682,1942.87022554007
686,3353.625260640302
688,4028.7019999999998
689,1722.265193256041
690,2229.975751113593
692,11934.697333333334
695,1819.4563432722596
697,4779.647554054054
698,4010.0757991341984
706,2117.417664911497
708,1844.3527837785186
712,4030.2849259259265
715,3765.791160283688
717,1388.3561328944447
725,3265.747229177201
729,1347.2840828243243
737,1480.05457893075
739,6474.119555555555
747,3672.1160584781137
753,3966.652846819711
758,4392.4919110169485
759,2567.8946747646055
763,1790.2377491274951
773,4292.749008172043
774,3005.9958755466755
776,2515.883243537415
788,3647.095599999999
790,4944.266656875834
794,1190.354121856416
801,8437.28786000764
