id,loss
4,2186.9398460760826
6,1787.5123204426288
9,13649.83773195351
12,6489.297208490432
15,888.9017041709088
17,1715.3990053637324
21,2345.447445491091
28,997.983299855914
32,2413.0058590131152
43,4025.589074798609
46,2727.0822268320826
50,1313.15634265936
54,1559.6297789198543
62,1731.1720528931758
70,2939.0136928854854
71,7154.26797372906
75,2767.655580903412
77,3014.211128895879
81,2983.263880146757
83,2993.069920071791
87,2109.7093888225145
97,2088.048901239131
103,1750.3970828474817
119,1706.1715128799196
120,3143.332470517273
127,1465.0552557929507
138,4663.2597499828735
141,2953.790513298239
148,1490.93172108708
150,3518.3569869927155
151,2073.5556297188346
158,1863.2049044311996
160,8657.146985707057
165,2632.905326434947
168,2888.2610352904635
169,3999.665539821164
177,2715.79742555657
178,4447.055689600821
184,2245.8475710012885
194,8853.440202975711
198,1412.681438035694
203,2814.703613262026
211,2891.0971346151377
217,1507.9579737184706
219,2102.51472566588
221,4150.872111271608
227,2039.952987324483
230,1353.3537384745641
235,1917.2354959949105
240,781.3910552827294
243,2347.324162701246
249,8401.114486361048
253,3144.8406694375767
258,1617.9511559605596
261,1688.6186720096132
263,4126.419365650863
264,2476.074089991998
265,3912.064199000107
268,1735.3286895677177
271,1478.4111817895
274,6346.03476383183
275,929.6642650865305
279,2529.7104964115724
282,1613.5796960552452
286,3300.077221749794
288,1930.4903489696399
294,2694.8785769363753
296,2179.6137723353813
297,1694.3857730958468
300,869.0413433485161
303,7526.819845658113
314,2019.7427493291684
315,5445.425412029823
321,3019.6550112089694
323,5608.257813052506
330,4268.851590470452
341,2485.2242757480794
342,4005.196201950469
352,1686.273865677405
353,4906.741701482953
360,7085.316326156111
361,2980.096268213448
362,4170.494555265989
366,1429.5169464592266
372,4503.926286420977
376,3325.5091004886485
377,2658.6804671623004
379,1709.0813329968928
380,4752.074843373638
387,2182.102022497927
392,2160.9461748989615
394,9898.157082540307
395,1941.9594202849607
397,1491.3273214569592
407,4358.030482801154
411,7600.56838736775
416,2965.892456877893
417,2138.0126222709973
419,3539.5262791418486
428,4841.452350314455
431,2189.0730896414443
436,11116.703823867678
438,1411.3503571682425
445,7160.645285806624
446,11829.909293748977
455,2050.199567995999
456,1826.3398618475476
461,1314.9792694590426
463,1740.191526723001
464,4329.884241211914
466,1956.7058249554923
467,1753.167830038004
470,1501.5371468762698
475,1819.0461267819207
482,2395.4903620050372
490,3045.614927224404
496,1831.9458224103469
497,4599.1715758264045
508,2429.216756108987
510,1630.5175816094784
512,1494.256907567266
513,4448.909332242525
523,2858.914241824506
531,4884.475579297046
532,2299.426858649854
533,1724.8963501073922
537,1477.7544591492128
544,4290.501417759112
547,7487.5452961558785
556,7760.1317461166755
565,1233.5437864862783
566,1556.511064921689
571,1675.2181799973737
573,2064.5150766005727
574,896.7204277029007
581,2393.4944251984593
585,2273.1993102343145
589,2886.345187546532
597,1520.7561308949776
601,3685.085846076332
602,1264.3990012150543
613,2132.7377478650956
616,1431.7648100409372
619,2116.885936672233
622,2549.7924299654233
623,1910.59861995815
629,1782.7211190546298
634,1690.7949857825326
638,1386.4428576980408
642,1461.731581154631
643,2331.9603539473947
645,1167.672533539633
648,7242.034409368979
652,1779.1508690448647
664,1027.3368617551052
666,2782.995994889088
672,1100.9011602236053
676,1671.8190744715937
678,4140.495710338347
682,1831.4036131608675
686,4578.0685053087245
688,3546.711293791818
689,1631.7654041300614
690,1736.4972785780492
692,11411.762277036034
695,1794.92810374103
697,4601.983595754159
698,2982.363583267032
706,1729.858069176339
708,1790.6834600065527
712,4273.704334164842
715,4465.215159150251
717,1365.0108997468872
725,3327.1813142980177
729,1466.8933781226071
737,1500.549039642787
739,7017.06349188397
747,3489.7506698805933
753,3223.2759044410013
758,3472.6099456741067
759,3094.9385965832607
763,1877.6767204460346
773,6487.9744904768
774,2329.4780163423848
776,2366.9303636630807
788,4370.5987097990865
790,1932.5138399023774
794,1272.3867929207036
801,3804.834534467471
802,1225.3331590330029
805,1611.6730859496417
809,6037.20640100428
812,12849.135210879127
825,4265.015861758121
828,2143.657519189347
830,2234.9713496829
833,1759.4822767889632
850,6589.739759856847
852,6492.977724681744
862,2044.9801631631967
863,1751.1960594909938
864,1741.32730040182
865,3439.716177087317
868,7797.76083654855
872,1564.1120861804036
879,7801.0865999824455
880,1606.7573767358872
883,1426.300958048303
886,1754.4902300487524
923,2218.9468255053253
924,1736.9677161649925
932,1660.0058056111964
945,4567.185832231293
947,8346.780381968892
948,1909.2328078061005
955,5654.802206501861
963,5024.299912116104
979,1240.2570887226705
989,2059.5909155354766
994,2568.197659301657
995,1940.0039248477533
998,2433.2077783476175
1000,3987.6006248259687
1018,1793.346599915586
1019,2567.6922850265496
1028,2124.1711276707674
1034,1300.202030948545
1038,1816.439067352768
1040,1653.4845994816224
1042,1729.8845433456697
1057,6363.244591845233
1058,3137.905601826662
1063,1473.0490280164925
1066,5956.757367664037
1071,4247.20814399407
1073,3944.1292571544204
1074,3042.314983972416
1077,4137.675039005147
1080,10103.560721392094
1088,896.7798658161456
1096,1113.3758380298862
1097,10236.598477432868
1105,6827.055808286422
1115,2170.4009702570506
1116,2674.1434683308116
1122,2342.427423063741
1130,4690.869973941863
1133,1064.0330954589738
1137,2140.9990522649896
1140,3276.2038098478124
1143,8190.84324691902
1149,6012.275277593665
1150,1058.697472834152
1153,1121.8039685169483
1157,1549.003444695985
1180,737.3311908194298
1183,1304.0950759893576
1188,2634.895563562256
1193,1457.6566244191974
1200,1002.8272573344739
1209,4575.551572105492
1214,1703.3350205647941
1219,2712.2442018417614
1223,6704.425541472635
1227,908.4614101986922
1228,1654.205287194763
1229,4515.031854985933
1233,2294.203624379082
1238,6837.422235093201
1239,1604.8413329532289
1241,4171.173092576135
1243,1987.003969094372
1244,1438.315253982817
1245,4390.393019680514
1277,3631.6894276734847
1279,4166.7645298418365
1292,13126.694985223396
1293,1874.4522135649277
1299,8383.49811644312
1304,3870.28543646321
1313,4814.972714663181
1328,2363.1168121126884
1330,1319.654566142476
1334,1710.5737715742316
1335,1563.8492083479507
1336,4701.076735182389
1341,1083.9730938391576
1344,1695.5873428614273
1351,1458.8204358031765
1352,3176.483502678801
1354,1780.9222082707056
1368,5806.795066365939
1373,1250.6296330172563
1375,860.4600285990568
1381,2656.9660430989593
1384,1551.0008508860103
1385,5395.727794674695
1388,5524.697639699283
1401,5163.967387968031
1402,3191.9696219993407
1404,1671.992254594942
1406,2396.469943199679
1409,1004.0007299433933
1422,1533.1392416170331
1429,3527.9286723300643
1433,5777.9169691416755
1438,1072.0058437196844
1444,1232.8052967220829
1446,1695.5565178725137
1450,1150.720979237782
1451,945.8053811082357
1454,1984.554032019818
1458,2221.8829454894485
1461,3173.7297411262207
1464,5137.776892823521
1465,1298.2895542827462
1478,1736.9419614810072
1479,1742.6908889725448
1480,3549.33385467882
1484,2284.812954178901
1486,1253.2750751528831
1488,1089.5827156419634
1489,3459.7586595757516
1491,1826.3398618475476
1507,3034.809851806873
1515,2605.7068943112226
1519,2377.5727377944518
1528,3404.855106070425
1529,1307.1118480411785
1530,3302.3892081520676
1532,1271.4142988332812
1541,2279.4367867050505
1542,2777.853167146992
1547,1495.5025963342282
1549,1235.623204590499
1553,2887.024647479346
1554,2699.7223849903694
1555,1807.0858799889202
1559,1778.7386893233568
1565,1326.9858049486663
1568,1316.9424261930594
1576,5197.23403028215
1579,901.7086741582482
1592,1344.6974378940622
1596,3075.4845303260495
1605,1113.3758380298862
1607,1973.6620884707038
1612,3549.7251392734897
1617,3353.777930463534
1619,2596.5631910072757
1620,7242.2725883701305
1624,2241.190408902787
1627,1556.3046498044457
1633,2619.875389750996
1636,1449.331078521893
1639,1531.6431989349871
1640,3652.457368197185
1644,1472.640390035953
1646,1812.1993466790116
1647,2891.0501300328806
1654,2746.8482640947645
1655,4149.8232989380695
1664,6622.713165889779
1665,1885.5850193945157
1667,7091.724326728425
1669,1209.629803855525
1678,2220.9005840418463
1682,2404.824728763258
1689,1425.0955760513928
1690,3509.3810427411154
1693,5936.461259953481
1695,986.197678428681
1705,3100.963264171889
1706,2074.025335297976
1708,2149.5618347130535
1716,2544.265901891711
1720,9544.085436263635
1722,1898.031316354341
1749,5804.949566685201
1750,2465.2814007513925
1751,5159.737670799253
1760,4131.576245258449
1763,3605.196673629568
1770,2119.582018442168
1777,2161.5408761057956
1785,5187.005169160526
1791,1976.3154848534714
1794,4903.11438337639
1800,1692.759679253671
1816,1373.8959500454448
1817,1697.398233982961
1821,2960.572089483976
1836,1606.9146835526774
1838,2237.816364520233
1851,3835.223666460551
1852,4691.4052499330555
1854,2772.745052211466
1856,998.7084039255008
1865,893.8049606384963
1872,1248.5075053148494
1878,960.6784760088693
1880,1267.6075087140612
1881,2089.039155885292
1882,1689.2564244671482
1886,903.2909005721164
1892,1472.6947832166557
1894,2380.473722586906
1898,3150.429236118419
1899,9133.090482247777
1902,1573.8863042448584
1903,3698.297935962896
1906,1311.9686059789387
1910,1877.8173816547255
1911,1966.8746441793487
1914,4398.527299815472
1929,4107.389291703099
1932,1799.7602193397508
1952,1429.1769179140908
1959,1502.1859313335149
1960,1877.095837059264
1976,5395.128110706846
1980,3944.4889737492504
1981,2228.8085503829457
1987,1771.8496771932748
1994,2020.5260737411795
2000,2178.9412652164706
2008,2405.192675500449
2011,2733.8604581898476
2012,4940.130712727502
2019,2257.615436065502
2022,3046.313654271632
2024,6530.823716530118
2028,832.8532985211064
2030,4968.232538827579
2031,8364.258568140312
2047,2302.489385666112
2049,1103.372770859667
2050,1756.194417707541
2051,5216.2516073887155
2056,2307.673872181464
2057,1563.4226245360649
2059,2158.005821458672
2069,3545.56201460309
2085,2282.847009547391
2089,1437.2873538047088
2090,1884.849242503885
2101,2293.7545184530422
2114,5263.164893800062
2115,1561.0844627576278
